Sample,Voltage,3rd_Harmonic,5th_Harmonic,7th_Harmonic
21,-232,0.194,0.117,0.083
22,-224,0.194,0.117,0.083
23,-237,0.194,0.117,0.083
24,-269,0.194,0.117,0.083
25,-288,0.194,0.117,0.083
26,-282,0.194,0.117,0.083
27,-273,0.194,0.117,0.083
28,-279,0.194,0.117,0.083
29,-288,0.194,0.117,0.083
30,-275,0.194,0.117,0.083
31,-244,0.194,0.117,0.083
32,-225,0.194,0.117,0.083
33,-230,0.194,0.117,0.083
34,-225,0.194,0.117,0.083
35,-156,0.194,0.117,0.083
36,-19,0.194,0.117,0.083
1,117,0.17,0.1,0.07
2,200,0.17,0.1,0.07
3,223,0.17,0.1,0.07
4,223,0.17,0.1,0.07
5,239,0.17,0.1,0.07
6,270,0.17,0.1,0.07
7,289,0.17,0.1,0.07
8,287,0.17,0.1,0.07
9,280,0.17,0.1,0.07
10,284,0.17,0.1,0.07
11,290,0.17,0.1,0.07
12,277,0.17,0.1,0.07
13,246,0.17,0.1,0.07
14,225,0.17,0.1,0.07
15,223,0.17,0.1,0.07
16,211,0.17,0.1,0.07
17,144,0.17,0.1,0.07
18,19,0.17,0.1,0.07
19,-116,0.17,0.1,0.07
20,-200,0.17,0.1,0.07
21,-223,0.17,0.1,0.07
22,-223,0.17,0.1,0.07
23,-239,0.17,0.1,0.07
24,-269,0.17,0.1,0.07
25,-289,0.17,0.1,0.07
26,-287,0.17,0.1,0.07
27,-280,0.17,0.1,0.07
28,-284,0.17,0.1,0.07
29,-290,0.17,0.1,0.07
30,-277,0.17,0.1,0.07
31,-246,0.17,0.1,0.07
32,-225,0.17,0.1,0.07
33,-223,0.17,0.1,0.07
34,-211,0.17,0.1,0.07
35,-145,0.17,0.1,0.07
36,-20,0.17,0.1,0.07
1,194.8273663,0.31,0.19,0.133
2,287.2169616,0.31,0.19,0.133
3,272.7935216,0.31,0.19,0.133
4,232.704153,0.31,0.19,0.133
5,233.9490452,0.31,0.19,0.133
6,265.5604905,0.31,0.19,0.133
7,277.6654704,0.31,0.19,0.133
8,258.0171505,0.31,0.19,0.133
9,242.9762032,0.31,0.19,0.133
10,257.8258551,0.31,0.19,0.133
11,277.6101417,0.31,0.19,0.133
12,265.7830037,0.31,0.19,0.133
13,234.1368173,0.31,0.19,0.133
14,232.5173424,0.31,0.19,0.133
15,272.4601482,0.31,0.19,0.133
16,287.4440652,0.31,0.19,0.133
17,196.0109267,0.31,0.19,0.133
18,1.662855779,0.31,0.19,0.133
19,-193.6371752,0.31,0.19,0.133
20,-286.9830506,0.31,0.19,0.133
21,-273.1254788,0.31,0.19,0.133
22,-232.8938775,0.31,0.19,0.133
23,-233.7632898,0.31,0.19,0.133
24,-265.3365818,0.31,0.19,0.133
25,-277.7186223,0.31,0.19,0.133
26,-258.2087913,0.31,0.19,0.133
27,-242.9782852,0.31,0.19,0.133
28,-257.6349274,0.31,0.19,0.133
29,-277.5526465,0.31,0.19,0.133
30,-266.0041003,0.31,0.19,0.133
31,-234.3265823,0.31,0.19,0.133
32,-232.3334595,0.31,0.19,0.133
33,-272.1254048,0.31,0.19,0.133
34,-287.6643884,0.31,0.19,0.133
35,-197.1878259,0.31,0.19,0.133
36,-3.325649735,0.31,0.19,0.133
1,204.2987737,0.34,0.21,0.14
2,303.0710263,0.34,0.21,0.14
3,285.449798,0.34,0.21,0.14
4,237.1968675,0.34,0.21,0.14
5,232.0142726,0.34,0.21,0.14
6,261.4653129,0.34,0.21,0.14
7,273.516453,0.34,0.21,0.14
8,253.3683089,0.34,0.21,0.14
9,237.4530825,0.34,0.21,0.14
10,252.3804477,0.34,0.21,0.14
11,273.2159394,0.34,0.21,0.14
12,262.5440175,0.34,0.21,0.14
13,232.8138836,0.34,0.21,0.14
14,235.9784958,0.34,0.21,0.14
15,283.5013238,0.34,0.21,0.14
16,304.1840087,0.34,0.21,0.14
17,210.5621576,0.34,0.21,0.14
18,5.301150823,0.34,0.21,0.14
19,-203.0247972,0.34,0.21,0.14
20,-302.8262899,0.34,0.21,0.14
21,-285.8345304,0.34,0.21,0.14
22,-237.449732,0.34,0.21,0.14
23,-231.8611415,0.34,0.21,0.14
24,-261.2456708,0.34,0.21,0.14
25,-273.5699351,0.34,0.21,0.14
26,-253.5669221,0.34,0.21,0.14
27,-237.4595258,0.34,0.21,0.14
28,-252.1840782,0.34,0.21,0.14
29,-273.1492855,0.34,0.21,0.14
30,-262.755701,0.34,0.21,0.14
31,-232.9804262,0.34,0.21,0.14
32,-235.7441218,0.34,0.21,0.14
33,-283.107015,0.34,0.21,0.14
34,-304.3846632,0.34,0.21,0.14
35,-211.7933041,0.34,0.21,0.14
36,-7.067891683,0.34,0.21,0.14
1,163.8830256,0.25,0.15,0.11
2,251.6055565,0.25,0.15,0.11
3,251.2655989,0.25,0.15,0.11
4,227.930757,0.25,0.15,0.11
5,236.8581202,0.25,0.15,0.11
6,269.4469439,0.25,0.15,0.11
7,284.0342258,0.25,0.15,0.11
8,269.7106157,0.25,0.15,0.11
9,256.9796338,0.25,0.15,0.11
10,268.3353622,0.25,0.15,0.11
11,283.7818712,0.25,0.15,0.11
12,271.4471805,0.25,0.15,0.11
13,238.8045953,0.25,0.15,0.11
14,227.2300143,0.25,0.15,0.11
15,249.4949156,0.25,0.15,0.11
16,253.9218858,0.25,0.15,0.11
17,173.2059926,0.25,0.15,0.11
18,7.132998344,0.25,0.15,0.11
19,-162.8202888,0.25,0.15,0.11
20,-251.3203828,0.25,0.15,0.11
21,-251.456409,0.25,0.15,0.11
22,-228.0202329,0.25,0.15,0.11
23,-236.649522,0.25,0.15,0.11
24,-269.2181512,0.25,0.15,0.11
25,-284.0525569,0.25,0.15,0.11
26,-269.8644124,0.25,0.15,0.11
27,-256.9880875,0.25,0.15,0.11
28,-268.1838965,0.25,0.15,0.11
29,-283.7442862,0.25,0.15,0.11
30,-271.6625688,0.25,0.15,0.11
31,-239.028179,0.25,0.15,0.11
32,-227.163965,0.25,0.15,0.11
33,-249.2929316,0.25,0.15,0.11
34,-254.1518547,0.25,0.15,0.11
35,-174.2145717,0.25,0.15,0.11
36,-8.559043372,0.25,0.15,0.11
1,251.4156517,0.46,0.28,0.196
2,370.415639,0.46,0.28,0.196
3,330.0088654,0.46,0.28,0.196
4,247.5270229,0.46,0.28,0.196
5,226.5162884,0.46,0.28,0.196
6,256.595534,0.46,0.28,0.196
7,264.7960363,0.46,0.28,0.196
8,229.5637546,0.46,0.28,0.196
9,203.038854,0.46,0.28,0.196
10,225.4087289,0.46,0.28,0.196
11,262.7723065,0.46,0.28,0.196
12,259.458958,0.46,0.28,0.196
13,228.3373987,0.46,0.28,0.196
14,241.8654584,0.46,0.28,0.196
15,321.3020008,0.46,0.28,0.196
16,372.2725096,0.46,0.28,0.196
17,271.486809,0.46,0.28,0.196
18,15.73073282,0.46,0.28,0.196
19,-249.8042542,0.46,0.28,0.196
20,-370.2026152,0.46,0.28,0.196
21,-330.663898,0.46,0.28,0.196
22,-247.9934128,0.46,0.28,0.196
23,-226.3989064,0.46,0.28,0.196
24,-256.3629997,0.46,0.28,0.196
25,-264.9309424,0.46,0.28,0.196
26,-229.8884757,0.46,0.28,0.196
27,-203.0623685,0.46,0.28,0.196
28,-225.0953797,0.46,0.28,0.196
29,-262.596397,0.46,0.28,0.196
30,-259.6658754,0.46,0.28,0.196
31,-228.4989738,0.46,0.28,0.196
32,-241.461566,0.46,0.28,0.196
33,-320.6199226,0.46,0.28,0.196
34,-372.3465506,0.46,0.28,0.196
35,-272.9617192,0.46,0.28,0.196
36,-17.97616496,0.46,0.28,0.196
1,130.3965489,0.17,0.1,0.07
2,205.7687861,0.17,0.1,0.07
3,222.8086225,0.17,0.1,0.07
4,223.4064023,0.17,0.1,0.07
5,242.2372169,0.17,0.1,0.07
6,273.1698857,0.17,0.1,0.07
7,289.785409,0.17,0.1,0.07
8,285.5912017,0.17,0.1,0.07
9,279.7314468,0.17,0.1,0.07
10,285.5219186,0.17,0.1,0.07
11,289.8191955,0.17,0.1,0.07
12,273.3813437,0.17,0.1,0.07
13,242.4610907,0.17,0.1,0.07
14,223.4618738,0.17,0.1,0.07
15,222.8120982,0.17,0.1,0.07
16,206.0869631,0.17,0.1,0.07
17,131.2307465,0.17,0.1,0.07
18,1.09082766,0.17,0.1,0.07
19,-129.5587952,0.17,0.1,0.07
20,-205.4469004,0.17,0.1,0.07
21,-222.8042266,0.17,0.1,0.07
22,-223.352255,0.17,0.1,0.07
23,-242.014174,0.17,0.1,0.07
24,-272.9574532,0.17,0.1,0.07
25,-289.7502344,0.17,0.1,0.07
26,-285.6604247,0.17,0.1,0.07
27,-279.7323014,0.17,0.1,0.07
28,-285.4525873,0.17,0.1,0.07
29,-289.8515992,0.17,0.1,0.07
30,-273.5918159,0.17,0.1,0.07
31,-242.6857829,0.17,0.1,0.07
32,-223.5186767,0.17,0.1,0.07
33,-222.8146781,0.17,0.1,0.07
34,-206.4014449,0.17,0.1,0.07
35,-132.0613716,0.17,0.1,0.07
36,-2.181622264,0.17,0.1,0.07
1,137.4206076,0.19,0.11,0.08
2,216.0779996,0.19,0.11,0.08
3,229.4024265,0.19,0.11,0.08
4,224.6809439,0.19,0.11,0.08
5,241.4237906,0.19,0.11,0.08
6,272.743729,0.19,0.11,0.08
7,288.4371883,0.19,0.11,0.08
8,281.1356383,0.19,0.11,0.08
9,273.2293985,0.19,0.11,0.08
10,280.663925,0.19,0.11,0.08
11,288.5019736,0.19,0.11,0.08
12,273.8008545,0.19,0.11,0.08
13,242.542961,0.19,0.11,0.08
14,224.8172399,0.19,0.11,0.08
15,229.1931594,0.19,0.11,0.08
16,217.597668,0.19,0.11,0.08
17,141.8262494,0.19,0.11,0.08
18,3.507952281,0.19,0.11,0.08
19,-136.5275467,0.19,0.11,0.08
20,-215.7616491,0.19,0.11,0.08
21,-229.4413579,0.19,0.11,0.08
22,-224.6583644,0.19,0.11,0.08
23,-241.2028838,0.19,0.11,0.08
24,-272.5290421,0.19,0.11,0.08
25,-288.4196283,0.19,0.11,0.08
26,-281.230056,0.19,0.11,0.08
27,-273.2326991,0.19,0.11,0.08
28,-280.5697543,0.19,0.11,0.08
29,-288.5103729,0.19,0.11,0.08
30,-274.0089301,0.19,0.11,0.08
31,-242.7696205,0.19,0.11,0.08
32,-224.849233,0.19,0.11,0.08
33,-229.1485752,0.19,0.11,0.08
34,-217.8892949,0.19,0.11,0.08
35,-142.695316,0.19,0.11,0.08
36,-4.677096333,0.19,0.11,0.08
1,144.2367377,0.21,0.12,0.09
2,226.4233918,0.21,0.12,0.09
3,236.173226,0.21,0.12,0.09
4,226.0769665,0.21,0.12,0.09
5,240.6158161,0.21,0.12,0.09
6,272.3121747,0.21,0.12,0.09
7,287.1647088,0.21,0.12,0.09
8,276.7813184,0.21,0.12,0.09
9,266.7342078,0.21,0.12,0.09
10,275.7069242,0.21,0.12,0.09
11,287.0939689,0.21,0.12,0.09
12,274.2145122,0.21,0.12,0.09
13,242.6297319,0.21,0.12,0.09
14,226.0685011,0.21,0.12,0.09
15,235.3890059,0.21,0.12,0.09
16,229.0308552,0.21,0.12,0.09
17,152.5889907,0.21,0.12,0.09
18,6.238706354,0.21,0.12,0.09
19,-143.2867293,0.21,0.12,0.09
20,-226.1108168,0.21,0.12,0.09
21,-236.2552004,0.21,0.12,0.09
22,-226.0868785,0.21,0.12,0.09
23,-240.3976624,0.21,0.12,0.09
24,-272.0948145,0.21,0.12,0.09
25,-287.16416,0.21,0.12,0.09
26,-276.9012327,0.21,0.12,0.09
27,-266.7409355,0.21,0.12,0.09
28,-275.5883745,0.21,0.12,0.09
29,-287.0778392,0.21,0.12,0.09
30,-274.4196384,0.21,0.12,0.09
31,-242.8588124,0.21,0.12,0.09
32,-226.0766862,0.21,0.12,0.09
33,-235.2972681,0.21,0.12,0.09
34,-229.2980418,0.21,0.12,0.09
35,-153.4946653,0.21,0.12,0.09
36,-7.485993929,0.21,0.12,0.09
1,150.8399628,0.23,0.13,0.1
2,236.7997251,0.23,0.13,0.1
3,243.1202457,0.23,0.13,0.1
4,227.5972666,0.23,0.13,0.1
5,239.8151064,0.23,0.13,0.1
6,271.8739298,0.23,0.13,0.1
7,285.9661744,0.23,0.13,0.1
8,272.529183,0.23,0.13,0.1
9,260.2488187,0.23,0.13,0.1
10,270.6522617,0.23,0.13,0.1
11,285.5935928,0.23,0.13,0.1
12,274.620694,0.23,0.13,0.1
13,242.722804,0.23,0.13,0.1
14,227.2186388,0.23,0.13,0.1
15,241.3995915,0.23,0.13,0.1
16,240.381725,0.23,0.13,0.1
17,163.5135236,0.23,0.13,0.1
18,9.282579736,0.23,0.13,0.1
19,-149.8313931,0.23,0.13,0.1
20,-236.4891446,0.23,0.13,0.1
21,-243.2449399,0.23,0.13,0.1
22,-227.6405829,0.23,0.13,0.1
23,-239.600345,0.23,0.13,0.1
24,-271.653496,0.23,0.13,0.1
25,-285.9820219,0.23,0.13,0.1
26,-272.6748711,0.23,0.13,0.1
27,-260.2599525,0.23,0.13,0.1
28,-270.5098165,0.23,0.13,0.1
29,-285.552425,0.23,0.13,0.1
30,-274.8223027,0.23,0.13,0.1
31,-242.9547348,0.23,0.13,0.1
32,-227.2040224,0.23,0.13,0.1
33,-241.2607477,0.23,0.13,0.1
34,-240.6229131,0.23,0.13,0.1
35,-164.4539533,0.23,0.13,0.1
36,-10.60775586,0.23,0.13,0.1
1,157.2253762,0.25,0.14,0.11
2,247.2017044,0.25,0.14,0.11
3,250.2426065,0.25,0.14,0.11
4,229.2446122,0.25,0.14,0.11
5,239.0235335,0.25,0.14,0.11
6,271.4277507,0.25,0.14,0.11
7,284.8397578,0.25,0.14,0.11
8,268.3801078,0.25,0.14,0.11
9,253.7761695,0.25,0.14,0.11
10,265.5013448,0.25,0.14,0.11
11,283.9992975,0.25,0.14,0.11
12,275.0177364,0.25,0.14,0.11
13,242.8235127,0.25,0.14,0.11
14,228.2706479,0.25,0.14,0.11
15,247.2249695,0.25,0.14,0.11
16,251.6455499,0.25,0.14,0.11
17,174.5943491,0.25,0.14,0.11
18,12.63893147,0.25,0.14,0.11
19,-156.1566587,0.25,0.14,0.11
20,-246.8913167,0.25,0.14,0.11
21,-250.4096582,0.25,0.14,0.11
22,-229.3222339,0.25,0.14,0.11
23,-238.8128253,0.25,0.14,0.11
24,-271.2038621,0.25,0.14,0.11
25,-284.8713756,0.25,0.14,0.11
26,-268.5518225,0.25,0.14,0.11
27,-253.7926856,0.25,0.14,0.11
28,-265.3355105,0.25,0.14,0.11
29,-283.9325987,0.25,0.14,0.11
30,-275.2152452,0.25,0.14,0.11
31,-243.0586982,0.25,0.14,0.11
32,-228.2342406,0.25,0.14,0.11
33,-247.0391044,0.25,0.14,0.11
34,-251.8592094,0.25,0.14,0.11
35,-175.5676628,0.25,0.14,0.11
36,-14.0416922,0.25,0.14,0.11
1,205.6005377,0.27,0.33,0.12
2,315.8393381,0.27,0.33,0.12
3,290.2003838,0.27,0.33,0.12
4,214.8132718,0.27,0.33,0.12
5,184.7355121,0.27,0.33,0.12
6,218.3624342,0.27,0.33,0.12
7,269.6269621,0.27,0.33,0.12
8,298.7374076,0.27,0.33,0.12
9,305.7224754,0.27,0.33,0.12
10,300.9682894,0.27,0.33,0.12
11,276.2687034,0.27,0.33,0.12
12,226.9218428,0.27,0.33,0.12
13,186.6189495,0.27,0.33,0.12
14,205.2813727,0.27,0.33,0.12
15,278.3812084,0.27,0.33,0.12
16,319.5810331,0.27,0.33,0.12
17,233.315968,0.27,0.33,0.12
18,20.62277141,0.27,0.33,0.12
19,-204.197044,0.27,0.33,0.12
20,-315.5678396,0.27,0.33,0.12
21,-290.7345734,0.27,0.33,0.12
22,-215.3038012,0.27,0.33,0.12
23,-184.6901523,0.27,0.33,0.12
24,-217.9635876,0.27,0.33,0.12
25,-269.2929875,0.27,0.33,0.12
26,-298.6168491,0.27,0.33,0.12
27,-305.7163991,0.27,0.33,0.12
28,-301.0608929,0.27,0.33,0.12
29,-276.5667342,0.27,0.33,0.12
30,-227.3359022,0.27,0.33,0.12
31,-186.7515881,0.27,0.33,0.12
32,-204.8663771,0.27,0.33,0.12
33,-277.7944264,0.27,0.33,0.12
34,-319.6681568,0.27,0.33,0.12
35,-234.5488874,0.27,0.33,0.12
36,-22.49429556,0.27,0.33,0.12
1,210.9878709,0.29,0.34,0.13
2,326.3549189,0.29,0.34,0.13
3,298.3192535,0.29,0.34,0.13
4,217.4790271,0.29,0.34,0.13
5,184.2916874,0.29,0.34,0.13
6,217.5569505,0.29,0.34,0.13
7,267.8783825,0.29,0.34,0.13
8,294.1582292,0.29,0.34,0.13
9,299.2235706,0.29,0.34,0.13
10,296.1900819,0.29,0.34,0.13
11,275.2638263,0.29,0.34,0.13
12,227.7401259,0.29,0.34,0.13
13,186.5288495,0.29,0.34,0.13
14,205.4316245,0.29,0.34,0.13
15,283.1275596,0.29,0.34,0.13
16,330.459322,0.29,0.34,0.13
17,245.1477592,0.29,0.34,0.13
18,25.38448634,0.29,0.34,0.13
19,-209.5173811,0.29,0.34,0.13
20,-326.0747087,0.29,0.34,0.13
21,-298.891976,0.29,0.34,0.13
22,-218.0070331,0.29,0.34,0.13
23,-184.2565587,0.29,0.34,0.13
24,-217.1587024,0.29,0.34,0.13
25,-267.5602209,0.29,0.34,0.13
26,-294.0610766,0.29,0.34,0.13
27,-299.2195667,0.29,0.34,0.13
28,-296.2566761,0.29,0.34,0.13
29,-275.5358811,0.29,0.34,0.13
30,-228.1532111,0.29,0.34,0.13
31,-186.6705572,0.29,0.34,0.13
32,-204.999071,0.29,0.34,0.13
33,-282.4917869,0.29,0.34,0.13
34,-330.5108495,0.29,0.34,0.13
35,-246.4054661,0.29,0.34,0.13
36,-27.33239971,0.29,0.34,0.13
1,90.3149772,0.1,0.06,0.04
2,161.7043189,0.1,0.06,0.04
3,196.0904625,0.1,0.06,0.04
4,215.4430274,0.1,0.06,0.04
5,241.4062198,0.1,0.06,0.04
6,272.9201897,0.1,0.06,0.04
7,294.6201585,0.1,0.06,0.04
8,300.2801482,0.1,0.06,0.04
9,299.2695042,0.1,0.06,0.04
10,300.1641722,0.1,0.06,0.04
11,297.1209392,0.1,0.06,0.04
12,279.1102106,0.1,0.06,0.04
13,248.4378019,0.1,0.06,0.04
14,220.2952972,0.1,0.06,0.04
15,200.7003442,0.1,0.06,0.04
16,172.101803,0.1,0.06,0.04
17,109.6783196,0.1,0.06,0.04
18,12.29359979,0.1,0.06,0.04
19,-89.61632288,0.1,0.06,0.04
20,-161.3114328,0.1,0.06,0.04
21,-195.9202218,0.1,0.06,0.04
22,-215.2843133,0.1,0.06,0.04
23,-241.1689488,0.1,0.06,0.04
24,-272.6961637,0.1,0.06,0.04
25,-294.5185635,0.1,0.06,0.04
26,-300.2792559,0.1,0.06,0.04
27,-299.2726261,0.1,0.06,0.04
28,-300.156292,0.1,0.06,0.04
29,-297.192229,0.1,0.06,0.04
30,-279.3120625,0.1,0.06,0.04
31,-248.6843429,0.1,0.06,0.04
32,-220.4718564,0.1,0.06,0.04
33,-200.8501527,0.1,0.06,0.04
34,-172.4271478,0.1,0.06,0.04
35,-110.3135167,0.1,0.06,0.04
36,-13.11155808,0.1,0.06,0.04
1,96.90517434,0.12,0.07,0.05
2,172.0153673,0.12,0.07,0.05
3,202.9806947,0.12,0.07,0.05
4,216.9342633,0.12,0.07,0.05
5,240.5835344,0.12,0.07,0.05
6,272.4563503,0.12,0.07,0.05
7,293.4115375,0.12,0.07,0.05
8,296.0462459,0.12,0.07,0.05
9,292.8039716,0.12,0.07,0.05
10,295.0920466,0.12,0.07,0.05
11,295.5722808,0.12,0.07,0.05
12,279.495144,0.12,0.07,0.05
13,248.5787698,0.12,0.07,0.05
14,221.5269299,0.12,0.07,0.05
15,206.7390877,0.12,0.07,0.05
16,183.3820343,0.12,0.07,0.05
17,120.4823833,0.12,0.07,0.05
18,15.26103126,0.12,0.07,0.05
19,-96.1485859,0.12,0.07,0.05
20,-171.6246233,0.12,0.07,0.05
21,-202.8529621,0.12,0.07,0.05
22,-216.8087973,0.12,0.07,0.05
23,-240.349684,0.12,0.07,0.05
24,-272.2292309,0.12,0.07,0.05
25,-293.3261298,0.12,0.07,0.05
26,-296.070961,0.12,0.07,0.05
27,-292.8116597,0.12,0.07,0.05
28,-295.0606172,0.12,0.07,0.05
29,-295.6185847,0.12,0.07,0.05
30,-279.6930346,0.12,0.07,0.05
31,-248.8276551,0.12,0.07,0.05
32,-221.6807492,0.12,0.07,0.05
33,-206.8424852,0.12,0.07,0.05
34,-183.6820682,0.12,0.07,0.05
35,-121.1523547,0.12,0.07,0.05
36,-16.15625907,0.12,0.07,0.05
1,103.2706385,0.14,0.08,0.06
2,182.3435161,0.14,0.08,0.06
3,210.0443589,0.14,0.08,0.06
4,218.5568523,0.14,0.08,0.06
5,239.773196,0.14,0.08,0.06
6,271.982479,0.14,0.08,0.06
7,292.2715334,0.14,0.08,0.06
8,291.9164711,0.14,0.08,0.06
9,286.3563796,0.14,0.08,0.06
10,289.9267539,0.14,0.08,0.06
11,293.9272927,0.14,0.08,0.06
12,279.8672904,0.14,0.08,0.06
13,248.7285418,0.14,0.08,0.06
14,222.6655029,0.14,0.08,0.06
15,212.5941096,0.14,0.08,0.06
16,194.5687666,0.14,0.08,0.06
17,131.4336545,0.14,0.08,0.06
18,18.53864269,0.14,0.08,0.06
19,-102.45458,0.14,0.08,0.06
20,-181.9530866,0.14,0.08,0.06
21,-209.9587093,0.14,0.08,0.06
22,-218.4655126,0.14,0.08,0.06
23,-239.5434616,0.14,0.08,0.06
24,-271.7519199,0.14,0.08,0.06
25,-292.201671,0.14,0.08,0.06
26,-291.967002,0.14,0.08,0.06
27,-286.3695993,0.14,0.08,0.06
28,-289.8723202,0.14,0.08,0.06
29,-293.9481523,0.14,0.08,0.06
30,-280.0606193,0.14,0.08,0.06
31,-248.9801304,0.14,0.08,0.06
32,-222.7975881,0.14,0.08,0.06
33,-212.6512358,0.14,0.08,0.06
34,-194.8420122,0.14,0.08,0.06
35,-132.1365111,0.14,0.08,0.06
36,-19.51076044,0.14,0.08,0.06
1,399.8699409,0.88,0.55,0.39
2,615.5604802,0.88,0.55,0.39
3,508.160696,0.88,0.55,0.39
4,296.2127651,0.88,0.55,0.39
5,202.7057517,0.88,0.55,0.39
6,230.7204049,0.88,0.55,0.39
7,236.2999348,0.88,0.55,0.39
8,158.7051048,0.88,0.55,0.39
9,92.58051303,0.88,0.55,0.39
10,130.1859741,0.88,0.55,0.39
11,218.6357155,0.88,0.55,0.39
12,241.2568563,0.88,0.55,0.39
13,204.4367674,0.88,0.55,0.39
14,248.7781374,0.88,0.55,0.39
15,439.0995591,0.88,0.55,0.39
16,609.951883,0.88,0.55,0.39
17,506.118025,0.88,0.55,0.39
18,83.29150864,0.88,0.55,0.39
19,-396.8916791,0.88,0.55,0.39
20,-615.2815909,0.88,0.55,0.39
21,-509.7546049,0.88,0.55,0.39
22,-297.5591282,0.88,0.55,0.39
23,-202.8143933,0.88,0.55,0.39
24,-230.4055047,0.88,0.55,0.39
25,-236.6138469,0.88,0.55,0.39
26,-159.4344479,0.88,0.55,0.39
27,-92.73037967,0.88,0.55,0.39
28,-129.5440727,0.88,0.55,0.39
29,-218.0970322,0.88,0.55,0.39
30,-241.4375955,0.88,0.55,0.39
31,-204.6090574,0.88,0.55,0.39
32,-247.8229247,0.88,0.55,0.39
33,-437.3657204,0.88,0.55,0.39
34,-609.4234392,0.88,0.55,0.39
35,-508.2964755,0.88,0.55,0.39
36,-87.22972176,0.88,0.55,0.39
1,410.1809802,0.9,0.6,0.4
2,639.1217933,0.9,0.6,0.4
3,526.9409705,0.9,0.6,0.4
4,298.3334859,0.9,0.6,0.4
5,191.1731535,0.9,0.6,0.4
6,217.9489402,0.9,0.6,0.4
7,231.8740077,0.9,0.6,0.4
8,162.8657952,0.9,0.6,0.4
9,99.30678418,0.9,0.6,0.4
10,133.4821579,0.9,0.6,0.4
11,215.4257469,0.9,0.6,0.4
12,231.4276437,0.9,0.6,0.4
13,191.6874486,0.9,0.6,0.4
14,241.3563803,0.9,0.6,0.4
15,445.8088443,0.9,0.6,0.4
16,631.6941691,0.9,0.6,0.4
17,531.3499659,0.9,0.6,0.4
18,94.96133535,0.9,0.6,0.4
19,-407.0469383,0.9,0.6,0.4
20,-638.8074457,0.9,0.6,0.4
21,-528.6339602,0.9,0.6,0.4
22,-299.8154626,0.9,0.6,0.4
23,-191.3436253,0.9,0.6,0.4
24,-217.5965322,0.9,0.6,0.4
25,-232.1108219,0.9,0.6,0.4
26,-163.5484157,0.9,0.6,0.4
27,-99.46289333,0.9,0.6,0.4
28,-132.8823115,0.9,0.6,0.4
29,-214.9413938,0.9,0.6,0.4
30,-231.6511461,0.9,0.6,0.4
31,-191.8556951,0.9,0.6,0.4
32,-240.3223362,0.9,0.6,0.4
33,-443.9474823,0.9,0.6,0.4
34,-631.079432,0.9,0.6,0.4
35,-533.5683692,0.9,0.6,0.4
36,-99.05515995,0.9,0.6,0.4
